species_name	surface_name	formation_energy	frequencies	reference
CH-CHO_s	Cu	5.78	[3051.9,2976.9,1203.0,1121.7,910.4,795.3,679.9,601.0,571.6,458.8,351.6,307.2,253.8,247.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CHO_s	Co	3.89	[2984.3,2982.1,2836.6,1336.3,1231.8,1177.4,874.2,780.3,728.2,600.5,510.6,406.8,344.7,323.2,275.7,262.0,255.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CHO_s	Fe	3.18	[2984.3,2982.1,2836.6,1336.3,1231.8,1177.4,874.2,780.3,728.2,600.5,510.6,406.8,344.7,323.2,275.7,262.0,255.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CHO_s	Pt	4.3	[2984.3,2982.1,2836.6,1336.3,1231.8,1177.4,874.2,780.3,728.2,600.5,510.6,406.8,344.7,323.2,275.7,262.0,255.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CHO_s	Pd	4.3	[2984.3,2982.1,2836.6,1336.3,1231.8,1177.4,874.2,780.3,728.2,600.5,510.6,406.8,344.7,323.2,275.7,262.0,255.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CHO_s	Ru	3.6	[2984.3,2982.1,2836.6,1336.3,1231.8,1177.4,874.2,780.3,728.2,600.5,510.6,406.8,344.7,323.2,275.7,262.0,255.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CHO_s	Rh	3.72	[2984.3,2982.1,2836.6,1336.3,1231.8,1177.4,874.2,780.3,728.2,600.5,510.6,406.8,344.7,323.2,275.7,262.0,255.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CHO_s	Ni	4.01	[2984.3,2982.1,2836.6,1336.3,1231.8,1177.4,874.2,780.3,728.2,600.5,510.6,406.8,344.7,323.2,275.7,262.0,255.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CHO_s	Cu	5.13	[2984.3,2982.1,2836.6,1336.3,1231.8,1177.4,874.2,780.3,728.2,600.5,510.6,406.8,344.7,323.2,275.7,262.0,255.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CHO_s	Co	3.14	[3107.1,3033.5,2983.1,2886.8,1439.7,1413.3,1253.5,1204.6,1133.8,969.1,807.6,677.6,575.0,369.7,351.4,335.9,260.6,243.8,240.9,236.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CHO_s	Fe	2.63	[3107.1,3033.5,2983.1,2886.8,1439.7,1413.3,1253.5,1204.6,1133.8,969.1,807.6,677.6,575.0,369.7,351.4,335.9,260.6,243.8,240.9,236.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CHO_s	Pt	3.5	[3107.1,3033.5,2983.1,2886.8,1439.7,1413.3,1253.5,1204.6,1133.8,969.1,807.6,677.6,575.0,369.7,351.4,335.9,260.6,243.8,240.9,236.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CHO_s	Pd	3.44	[3107.1,3033.5,2983.1,2886.8,1439.7,1413.3,1253.5,1204.6,1133.8,969.1,807.6,677.6,575.0,369.7,351.4,335.9,260.6,243.8,240.9,236.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CHO_s	Ru	2.98	[3107.1,3033.5,2983.1,2886.8,1439.7,1413.3,1253.5,1204.6,1133.8,969.1,807.6,677.6,575.0,369.7,351.4,335.9,260.6,243.8,240.9,236.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CHO_s	Rh	3.05	[3107.1,3033.5,2983.1,2886.8,1439.7,1413.3,1253.5,1204.6,1133.8,969.1,807.6,677.6,575.0,369.7,351.4,335.9,260.6,243.8,240.9,236.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CHO_s	Ni	3.21	[3107.1,3033.5,2983.1,2886.8,1439.7,1413.3,1253.5,1204.6,1133.8,969.1,807.6,677.6,575.0,369.7,351.4,335.9,260.6,243.8,240.9,236.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CHO_s	Cu	3.99	[3107.1,3033.5,2983.1,2886.8,1439.7,1413.3,1253.5,1204.6,1133.8,969.1,807.6,677.6,575.0,369.7,351.4,335.9,260.6,243.8,240.9,236.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH2O_s	Co	3.63	[3085.5,3003.0,2995.7,1443.0,1218.4,1137.5,985.7,892.8,737.4,608.4,556.0,411.7,395.5,357.1,333.4,289.6,256.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH2O_s	Fe	2.9	[3085.5,3003.0,2995.7,1443.0,1218.4,1137.5,985.7,892.8,737.4,608.4,556.0,411.7,395.5,357.1,333.4,289.6,256.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH2O_s	Pt	4.22	[3085.5,3003.0,2995.7,1443.0,1218.4,1137.5,985.7,892.8,737.4,608.4,556.0,411.7,395.5,357.1,333.4,289.6,256.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH2O_s	Pd	4.2	[3085.5,3003.0,2995.7,1443.0,1218.4,1137.5,985.7,892.8,737.4,608.4,556.0,411.7,395.5,357.1,333.4,289.6,256.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH2O_s	Ru	3.4	[3085.5,3003.0,2995.7,1443.0,1218.4,1137.5,985.7,892.8,737.4,608.4,556.0,411.7,395.5,357.1,333.4,289.6,256.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH2O_s	Rh	3.54	[3085.5,3003.0,2995.7,1443.0,1218.4,1137.5,985.7,892.8,737.4,608.4,556.0,411.7,395.5,357.1,333.4,289.6,256.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH2O_s	Ni	3.79	[3085.5,3003.0,2995.7,1443.0,1218.4,1137.5,985.7,892.8,737.4,608.4,556.0,411.7,395.5,357.1,333.4,289.6,256.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH-CH2O_s	Cu	5	[3085.5,3003.0,2995.7,1443.0,1218.4,1137.5,985.7,892.8,737.4,608.4,556.0,411.7,395.5,357.1,333.4,289.6,256.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2O_s	Co	3.78	[3079.9,2996.8,2972.3,2731.0,1455.0,1349.9,1173.9,1124.7,956.0,898.7,744.7,709.4,487.5,451.7,373.2,352.6,295.5,282.9,267.9,255.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2O_s	Fe	3.2	[3079.9,2996.8,2972.3,2731.0,1455.0,1349.9,1173.9,1124.7,956.0,898.7,744.7,709.4,487.5,451.7,373.2,352.6,295.5,282.9,267.9,255.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2O_s	Pt	4.53	[3079.9,2996.8,2972.3,2731.0,1455.0,1349.9,1173.9,1124.7,956.0,898.7,744.7,709.4,487.5,451.7,373.2,352.6,295.5,282.9,267.9,255.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2O_s	Pd	4.43	[3079.9,2996.8,2972.3,2731.0,1455.0,1349.9,1173.9,1124.7,956.0,898.7,744.7,709.4,487.5,451.7,373.2,352.6,295.5,282.9,267.9,255.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2O_s	Ru	3.71	[3079.9,2996.8,2972.3,2731.0,1455.0,1349.9,1173.9,1124.7,956.0,898.7,744.7,709.4,487.5,451.7,373.2,352.6,295.5,282.9,267.9,255.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2O_s	Rh	3.85	[3079.9,2996.8,2972.3,2731.0,1455.0,1349.9,1173.9,1124.7,956.0,898.7,744.7,709.4,487.5,451.7,373.2,352.6,295.5,282.9,267.9,255.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2O_s	Ni	3.93	[3079.9,2996.8,2972.3,2731.0,1455.0,1349.9,1173.9,1124.7,956.0,898.7,744.7,709.4,487.5,451.7,373.2,352.6,295.5,282.9,267.9,255.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2O_s	Cu	4.87	[3079.9,2996.8,2972.3,2731.0,1455.0,1349.9,1173.9,1124.7,956.0,898.7,744.7,709.4,487.5,451.7,373.2,352.6,295.5,282.9,267.9,255.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2O_s	Co	2.62	[3120.1,3102.8,3024.3,3002.3,2676.0,1482.0,1456.9,1391.2,1254.9,1230.6,1193.9,1055.9,858.0,771.5,673.1,407.4,352.5,329.3,298.6,274.6,247.1,244.8,238.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2O_s	Fe	2.23	[3120.1,3102.8,3024.3,3002.3,2676.0,1482.0,1456.9,1391.2,1254.9,1230.6,1193.9,1055.9,858.0,771.5,673.1,407.4,352.5,329.3,298.6,274.6,247.1,244.8,238.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2O_s	Pt	3.61	[3120.1,3102.8,3024.3,3002.3,2676.0,1482.0,1456.9,1391.2,1254.9,1230.6,1193.9,1055.9,858.0,771.5,673.1,407.4,352.5,329.3,298.6,274.6,247.1,244.8,238.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2O_s	Pd	3.41	[3120.1,3102.8,3024.3,3002.3,2676.0,1482.0,1456.9,1391.2,1254.9,1230.6,1193.9,1055.9,858.0,771.5,673.1,407.4,352.5,329.3,298.6,274.6,247.1,244.8,238.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2O_s	Ru	2.77	[3120.1,3102.8,3024.3,3002.3,2676.0,1482.0,1456.9,1391.2,1254.9,1230.6,1193.9,1055.9,858.0,771.5,673.1,407.4,352.5,329.3,298.6,274.6,247.1,244.8,238.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2O_s	Rh	2.92	[3120.1,3102.8,3024.3,3002.3,2676.0,1482.0,1456.9,1391.2,1254.9,1230.6,1193.9,1055.9,858.0,771.5,673.1,407.4,352.5,329.3,298.6,274.6,247.1,244.8,238.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2O_s	Ni	2.77	[3120.1,3102.8,3024.3,3002.3,2676.0,1482.0,1456.9,1391.2,1254.9,1230.6,1193.9,1055.9,858.0,771.5,673.1,407.4,352.5,329.3,298.6,274.6,247.1,244.8,238.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2O_s	Cu	3.4	[3120.1,3102.8,3024.3,3002.3,2676.0,1482.0,1456.9,1391.2,1254.9,1230.6,1193.9,1055.9,858.0,771.5,673.1,407.4,352.5,329.3,298.6,274.6,247.1,244.8,238.7]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-O_s	Co	4.39	[3114.5,1351.8,888.1,679.3,546.7,488.1,426.7,379.4,308.8,292.8,275.6]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-O_s	Fe	3.42	[3114.5,1351.8,888.1,679.3,546.7,488.1,426.7,379.4,308.8,292.8,275.6]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-O_s	Pt	4.87	[3114.5,1351.8,888.1,679.3,546.7,488.1,426.7,379.4,308.8,292.8,275.6]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-O_s	Pd	5.12	[3114.5,1351.8,888.1,679.3,546.7,488.1,426.7,379.4,308.8,292.8,275.6]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-O_s	Ru	3.86	[3114.5,1351.8,888.1,679.3,546.7,488.1,426.7,379.4,308.8,292.8,275.6]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-O_s	Rh	4.1	[3114.5,1351.8,888.1,679.3,546.7,488.1,426.7,379.4,308.8,292.8,275.6]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-O_s	Ni	4.65	[3114.5,1351.8,888.1,679.3,546.7,488.1,426.7,379.4,308.8,292.8,275.6]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-O_s	Cu	6.22	[3114.5,1351.8,888.1,679.3,546.7,488.1,426.7,379.4,308.8,292.8,275.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-O_s	Co	3.62	[3176.3,3087.8,1464.5,1336.7,934.8,834.8,585.2,490.5,457.7,356.4,337.5,259.8,253.8,247.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-O_s	Fe	2.89	[3176.3,3087.8,1464.5,1336.7,934.8,834.8,585.2,490.5,457.7,356.4,337.5,259.8,253.8,247.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-O_s	Pt	4.4	[3176.3,3087.8,1464.5,1336.7,934.8,834.8,585.2,490.5,457.7,356.4,337.5,259.8,253.8,247.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-O_s	Pd	4.52	[3176.3,3087.8,1464.5,1336.7,934.8,834.8,585.2,490.5,457.7,356.4,337.5,259.8,253.8,247.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-O_s	Ru	3.38	[3176.3,3087.8,1464.5,1336.7,934.8,834.8,585.2,490.5,457.7,356.4,337.5,259.8,253.8,247.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-O_s	Rh	3.63	[3176.3,3087.8,1464.5,1336.7,934.8,834.8,585.2,490.5,457.7,356.4,337.5,259.8,253.8,247.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-O_s	Ni	3.88	[3176.3,3087.8,1464.5,1336.7,934.8,834.8,585.2,490.5,457.7,356.4,337.5,259.8,253.8,247.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-O_s	Cu	5.09	[3176.3,3087.8,1464.5,1336.7,934.8,834.8,585.2,490.5,457.7,356.4,337.5,259.8,253.8,247.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-O_s	Co	2.96	[3058.6,3048.5,2975.1,1438.6,1429.7,1361.2,1112.9,979.0,965.0,509.4,448.8,421.4,329.1,285.6,247.4,244.9,238.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-O_s	Fe	2.11	[3058.6,3048.5,2975.1,1438.6,1429.7,1361.2,1112.9,979.0,965.0,509.4,448.8,421.4,329.1,285.6,247.4,244.9,238.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-O_s	Pt	3.51	[3058.6,3048.5,2975.1,1438.6,1429.7,1361.2,1112.9,979.0,965.0,509.4,448.8,421.4,329.1,285.6,247.4,244.9,238.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-O_s	Pd	3.71	[3058.6,3048.5,2975.1,1438.6,1429.7,1361.2,1112.9,979.0,965.0,509.4,448.8,421.4,329.1,285.6,247.4,244.9,238.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-O_s	Ru	2.54	[3058.6,3048.5,2975.1,1438.6,1429.7,1361.2,1112.9,979.0,965.0,509.4,448.8,421.4,329.1,285.6,247.4,244.9,238.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-O_s	Rh	2.78	[3058.6,3048.5,2975.1,1438.6,1429.7,1361.2,1112.9,979.0,965.0,509.4,448.8,421.4,329.1,285.6,247.4,244.9,238.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-O_s	Ni	3.21	[3058.6,3048.5,2975.1,1438.6,1429.7,1361.2,1112.9,979.0,965.0,509.4,448.8,421.4,329.1,285.6,247.4,244.9,238.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-O_s	Cu	4.65	[3058.6,3048.5,2975.1,1438.6,1429.7,1361.2,1112.9,979.0,965.0,509.4,448.8,421.4,329.1,285.6,247.4,244.9,238.6]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-HO_s	Co	3.87	[3027.9,1668.7,1398.7,991.6,964.3,839.1,620.8,604.6,511.7,455.2,302.2,258.7,252.7,244.9]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-HO_s	Fe	3.14	[3027.9,1668.7,1398.7,991.6,964.3,839.1,620.8,604.6,511.7,455.2,302.2,258.7,252.7,244.9]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-HO_s	Pt	3.71	[3027.9,1668.7,1398.7,991.6,964.3,839.1,620.8,604.6,511.7,455.2,302.2,258.7,252.7,244.9]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-HO_s	Pd	3.84	[3027.9,1668.7,1398.7,991.6,964.3,839.1,620.8,604.6,511.7,455.2,302.2,258.7,252.7,244.9]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-HO_s	Ru	3.32	[3027.9,1668.7,1398.7,991.6,964.3,839.1,620.8,604.6,511.7,455.2,302.2,258.7,252.7,244.9]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-HO_s	Rh	3.45	[3027.9,1668.7,1398.7,991.6,964.3,839.1,620.8,604.6,511.7,455.2,302.2,258.7,252.7,244.9]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-HO_s	Ni	3.93	[3027.9,1668.7,1398.7,991.6,964.3,839.1,620.8,604.6,511.7,455.2,302.2,258.7,252.7,244.9]	ACS Catal. 2021, 11, 23, 14545–14560
CHC-HO_s	Cu	5	[3027.9,1668.7,1398.7,991.6,964.3,839.1,620.8,604.6,511.7,455.2,302.2,258.7,252.7,244.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCO_s	Co	3.86	[3070.4,1478.7,1325.9,1015.6,950.0,819.3,757.8,576.7,414.6,327.0,305.0,268.5,253.0,249.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCO_s	Fe	3.19	[3070.4,1478.7,1325.9,1015.6,950.0,819.3,757.8,576.7,414.6,327.0,305.0,268.5,253.0,249.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCO_s	Pt	3.71	[3070.4,1478.7,1325.9,1015.6,950.0,819.3,757.8,576.7,414.6,327.0,305.0,268.5,253.0,249.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCO_s	Pd	3.82	[3070.4,1478.7,1325.9,1015.6,950.0,819.3,757.8,576.7,414.6,327.0,305.0,268.5,253.0,249.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCO_s	Ru	3.35	[3070.4,1478.7,1325.9,1015.6,950.0,819.3,757.8,576.7,414.6,327.0,305.0,268.5,253.0,249.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCO_s	Rh	3.47	[3070.4,1478.7,1325.9,1015.6,950.0,819.3,757.8,576.7,414.6,327.0,305.0,268.5,253.0,249.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCO_s	Ni	3.92	[3070.4,1478.7,1325.9,1015.6,950.0,819.3,757.8,576.7,414.6,327.0,305.0,268.5,253.0,249.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCO_s	Cu	4.9	[3070.4,1478.7,1325.9,1015.6,950.0,819.3,757.8,576.7,414.6,327.0,305.0,268.5,253.0,249.9]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCO_s	Co	3.22	[3133.3,3038.4,1638.1,1430.7,1268.9,1073.9,1034.4,963.4,864.2,569.1,446.9,391.4,365.7,319.5,267.2,253.7,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCO_s	Fe	2.88	[3133.3,3038.4,1638.1,1430.7,1268.9,1073.9,1034.4,963.4,864.2,569.1,446.9,391.4,365.7,319.5,267.2,253.7,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCO_s	Pt	3.61	[3133.3,3038.4,1638.1,1430.7,1268.9,1073.9,1034.4,963.4,864.2,569.1,446.9,391.4,365.7,319.5,267.2,253.7,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCO_s	Pd	3.52	[3133.3,3038.4,1638.1,1430.7,1268.9,1073.9,1034.4,963.4,864.2,569.1,446.9,391.4,365.7,319.5,267.2,253.7,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCO_s	Ru	3.15	[3133.3,3038.4,1638.1,1430.7,1268.9,1073.9,1034.4,963.4,864.2,569.1,446.9,391.4,365.7,319.5,267.2,253.7,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCO_s	Rh	3.3	[3133.3,3038.4,1638.1,1430.7,1268.9,1073.9,1034.4,963.4,864.2,569.1,446.9,391.4,365.7,319.5,267.2,253.7,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCO_s	Ni	3.31	[3133.3,3038.4,1638.1,1430.7,1268.9,1073.9,1034.4,963.4,864.2,569.1,446.9,391.4,365.7,319.5,267.2,253.7,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCO_s	Cu	3.82	[3133.3,3038.4,1638.1,1430.7,1268.9,1073.9,1034.4,963.4,864.2,569.1,446.9,391.4,365.7,319.5,267.2,253.7,247.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-HO_s	Co	3.24	[3123.3,3032.0,1757.6,1432.7,1333.5,1069.5,950.7,849.7,672.2,570.1,497.4,451.2,366.0,295.6,266.1,247.7,246.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-HO_s	Fe	2.9	[3123.3,3032.0,1757.6,1432.7,1333.5,1069.5,950.7,849.7,672.2,570.1,497.4,451.2,366.0,295.6,266.1,247.7,246.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-HO_s	Pt	3.74	[3123.3,3032.0,1757.6,1432.7,1333.5,1069.5,950.7,849.7,672.2,570.1,497.4,451.2,366.0,295.6,266.1,247.7,246.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-HO_s	Pd	3.63	[3123.3,3032.0,1757.6,1432.7,1333.5,1069.5,950.7,849.7,672.2,570.1,497.4,451.2,366.0,295.6,266.1,247.7,246.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-HO_s	Ru	3.22	[3123.3,3032.0,1757.6,1432.7,1333.5,1069.5,950.7,849.7,672.2,570.1,497.4,451.2,366.0,295.6,266.1,247.7,246.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-HO_s	Rh	3.38	[3123.3,3032.0,1757.6,1432.7,1333.5,1069.5,950.7,849.7,672.2,570.1,497.4,451.2,366.0,295.6,266.1,247.7,246.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-HO_s	Ni	3.33	[3123.3,3032.0,1757.6,1432.7,1333.5,1069.5,950.7,849.7,672.2,570.1,497.4,451.2,366.0,295.6,266.1,247.7,246.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2C-HO_s	Cu	3.83	[3123.3,3032.0,1757.6,1432.7,1333.5,1069.5,950.7,849.7,672.2,570.1,497.4,451.2,366.0,295.6,266.1,247.7,246.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCHO_s	Co	3.19	[3078.5,3001.7,1780.4,1353.0,1219.8,1172.2,979.9,858.1,780.3,651.8,509.0,401.6,347.7,315.1,277.9,257.3,248.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCHO_s	Fe	2.44	[3078.5,3001.7,1780.4,1353.0,1219.8,1172.2,979.9,858.1,780.3,651.8,509.0,401.6,347.7,315.1,277.9,257.3,248.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCHO_s	Pt	3.7	[3078.5,3001.7,1780.4,1353.0,1219.8,1172.2,979.9,858.1,780.3,651.8,509.0,401.6,347.7,315.1,277.9,257.3,248.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCHO_s	Pd	3.73	[3078.5,3001.7,1780.4,1353.0,1219.8,1172.2,979.9,858.1,780.3,651.8,509.0,401.6,347.7,315.1,277.9,257.3,248.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCHO_s	Ru	2.87	[3078.5,3001.7,1780.4,1353.0,1219.8,1172.2,979.9,858.1,780.3,651.8,509.0,401.6,347.7,315.1,277.9,257.3,248.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCHO_s	Rh	3.11	[3078.5,3001.7,1780.4,1353.0,1219.8,1172.2,979.9,858.1,780.3,651.8,509.0,401.6,347.7,315.1,277.9,257.3,248.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCHO_s	Ni	3.37	[3078.5,3001.7,1780.4,1353.0,1219.8,1172.2,979.9,858.1,780.3,651.8,509.0,401.6,347.7,315.1,277.9,257.3,248.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH-HCHO_s	Cu	4.52	[3078.5,3001.7,1780.4,1353.0,1219.8,1172.2,979.9,858.1,780.3,651.8,509.0,401.6,347.7,315.1,277.9,257.3,248.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCHO_s	Co	2.54	[3154.4,3059.6,3031.3,1520.6,1436.7,1350.6,1188.5,1146.3,1069.8,966.0,901.0,839.1,510.4,500.2,456.4,347.6,289.1,251.7,244.4,239.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCHO_s	Fe	2.1	[3154.4,3059.6,3031.3,1520.6,1436.7,1350.6,1188.5,1146.3,1069.8,966.0,901.0,839.1,510.4,500.2,456.4,347.6,289.1,251.7,244.4,239.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCHO_s	Pt	3.36	[3154.4,3059.6,3031.3,1520.6,1436.7,1350.6,1188.5,1146.3,1069.8,966.0,901.0,839.1,510.4,500.2,456.4,347.6,289.1,251.7,244.4,239.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCHO_s	Pd	3.23	[3154.4,3059.6,3031.3,1520.6,1436.7,1350.6,1188.5,1146.3,1069.8,966.0,901.0,839.1,510.4,500.2,456.4,347.6,289.1,251.7,244.4,239.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCHO_s	Ru	2.57	[3154.4,3059.6,3031.3,1520.6,1436.7,1350.6,1188.5,1146.3,1069.8,966.0,901.0,839.1,510.4,500.2,456.4,347.6,289.1,251.7,244.4,239.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCHO_s	Rh	2.8	[3154.4,3059.6,3031.3,1520.6,1436.7,1350.6,1188.5,1146.3,1069.8,966.0,901.0,839.1,510.4,500.2,456.4,347.6,289.1,251.7,244.4,239.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCHO_s	Ni	2.71	[3154.4,3059.6,3031.3,1520.6,1436.7,1350.6,1188.5,1146.3,1069.8,966.0,901.0,839.1,510.4,500.2,456.4,347.6,289.1,251.7,244.4,239.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-HCHO_s	Cu	3.37	[3154.4,3059.6,3031.3,1520.6,1436.7,1350.6,1188.5,1146.3,1069.8,966.0,901.0,839.1,510.4,500.2,456.4,347.6,289.1,251.7,244.4,239.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-HO_s	Co	2.29	[3097.2,3054.5,2980.7,1752.7,1453.0,1448.2,1366.9,1223.2,1079.5,984.8,934.8,632.9,563.1,424.2,370.9,266.2,254.7,245.2,238.6,237.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-HO_s	Fe	1.74	[3097.2,3054.5,2980.7,1752.7,1453.0,1448.2,1366.9,1223.2,1079.5,984.8,934.8,632.9,563.1,424.2,370.9,266.2,254.7,245.2,238.6,237.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-HO_s	Pt	2.21	[3097.2,3054.5,2980.7,1752.7,1453.0,1448.2,1366.9,1223.2,1079.5,984.8,934.8,632.9,563.1,424.2,370.9,266.2,254.7,245.2,238.6,237.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-HO_s	Pd	2.26	[3097.2,3054.5,2980.7,1752.7,1453.0,1448.2,1366.9,1223.2,1079.5,984.8,934.8,632.9,563.1,424.2,370.9,266.2,254.7,245.2,238.6,237.2]	ACS Catal. 2021, 11, 23, 14545–14560
